Código Interno Transferência;Mês / Ano;Tipo Transferência;Tipo Favorecido;Uf;Código Município Siafi;Nome Município;Código Orgão Siafi;Nome Orgão;Código Unidade Gestora;Nome Unidade Gestora;Código Função;Nome Função;Código SubFunção;Nome SubFunção;Código Programa;Nome Programa;Ação Orçamentária;Nome Ação;Linguagem Cidadã;Código Grupo Despesa;Nome Grupo Despesa;Código Modalidade Aplicação Despesa;Nome Modalidade Aplicação Despesa;Código Elemento Despesa;Nome Elemento Despesa;Código Plano Orçamentário;Nome Plano Orçamentário;Código SubTítulo;Nome SubTítulo;Código Localizador;Nome Localizador;Sigla Localizador;Descrição Complementar Localizador;Código Favorecido;Nome Favorecido;Valor Transferência
106795;202209;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;16968000
106796;202209;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;17852356
106797;202209;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AE;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;FARMÁCIA BÁSICA;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;231912
106798;202209;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AE;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;FARMÁCIA BÁSICA;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;1449450
106799;202209;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;827062
106800;202209;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;1212000
106801;202209;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AB;INCENTIVO FINANCEIRO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA EXECUCAO DE ACOES DE VIGILANCIA;Vigilância Sanitária;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;452115
2878524;202208;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0E36;COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO;FUNDEB;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;52283840
2878525;202208;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;099B;TRANSFERENCIA A ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA COMPENSACAO DA ISENCAO DO ICMS AOS ESTAD;Transferências - LC n.º 87/96 e 115/2003;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;409757
2878526;202208;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0C33;TRANSFERENCIA AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFI;FUNDEB;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;67738339
2878527;202208;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0045;TRANSFERENCIA AO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF ART.159);FPM - CF art. 159;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;226239143
2878528;202208;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;006M;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL - ITR;Transferência - ITR - Municípios;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;22688
2878529;202208;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0A53;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478 DE 1997);Royalties;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;7764203
2880207;202208;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;00PI;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);Merenda Escolar;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;1293780
2880208;202208;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;00PI;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);Merenda Escolar;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;2509280
2880209;202208;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;0969;APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA;PNATE;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;412631
2884159;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219E;ACOES DE PROTECAO SOCIAL BASICA;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;361978
2884160;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219E;ACOES DE PROTECAO SOCIAL BASICA;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;568194
2884161;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;8585;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;TETO MAC;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;9677359
2884162;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;735900
2884163;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;2416960
2884164;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;15875904
2884165;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;16968000
2884166;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AH;ORGANIZACAO DOS SERVICOS DE ASSISTENCIA FARMACEUTICA NO SUS;Estruturação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;600000
2884167;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AE;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;FARMÁCIA BÁSICA;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;231912
2884168;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AE;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;FARMÁCIA BÁSICA;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;1449450
2884169;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;60600
2884170;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;827062
2884171;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;1151400
111172;202208;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0E36;COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO;FUNDEB;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;52283840
111173;202208;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;099B;TRANSFERENCIA A ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA COMPENSACAO DA ISENCAO DO ICMS AOS ESTAD;Transferências - LC n.º 87/96 e 115/2003;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;409757
111174;202208;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0C33;TRANSFERENCIA AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFI;FUNDEB;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;67738339
111175;202208;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0045;TRANSFERENCIA AO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF ART.159);FPM - CF art. 159;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;226239143
111176;202208;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;006M;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL - ITR;Transferência - ITR - Municípios;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;22688
111177;202208;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0A53;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478 DE 1997);Royalties;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;7764203
113126;202208;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;00PI;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);Merenda Escolar;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;1293780
113127;202208;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;00PI;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);Merenda Escolar;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;2509280
113128;202208;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;0969;APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA;PNATE;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;412631
117635;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219E;ACOES DE PROTECAO SOCIAL BASICA;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;361978
117636;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219E;ACOES DE PROTECAO SOCIAL BASICA;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;568194
117637;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;8585;ATENCAO A SAUDE DA POPULACAO PARA PROCEDIMENTOS EM MEDIA E ALTA COMPLEXIDADE;TETO MAC;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;9677359
117638;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;735900
117639;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;2416960
117640;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;15875904
117641;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219A;PISO DE ATENCAO PRIMARIA A SAUDE;Sem informação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;16968000
117642;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AH;ORGANIZACAO DOS SERVICOS DE ASSISTENCIA FARMACEUTICA NO SUS;Estruturação;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;600000
117643;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AE;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;FARMÁCIA BÁSICA;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;231912
117644;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AE;PROMOCAO DA ASSISTENCIA FARMACEUTICA E INSUMOS ESTRATEGICOS NA ATENCAO BASICA EM SAUDE;FARMÁCIA BÁSICA;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;1449450
117645;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;60600
117646;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;827062
117647;202208;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;20AL;APOIO AOS ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA A VIGILANCIA EM SAUDE;Vigilância em Saúde;;Outras Despesas Correntes;;TRANSFERENCIAS A MUNICIPIOS - FUNDO A FUNDO;;Contribuições;;;;;;;;;;;1151400
2860332;202207;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0E36;COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO;FUNDEB;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;51408554
2860333;202207;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;099B;TRANSFERENCIA A ESTADOS DISTRITO FEDERAL E MUNICIPIOS PARA COMPENSACAO DA ISENCAO DO ICMS AOS ESTAD;Transferências - LC n.º 87/96 e 115/2003;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;409757
2860334;202207;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0C33;TRANSFERENCIA AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFI;FUNDEB;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;59498275
2860335;202207;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0045;TRANSFERENCIA AO FUNDO DE PARTICIPACAO DOS MUNICIPIOS - FPM (CF ART.159);FPM - CF art. 159;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;339629404
2860336;202207;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0999;TRANSFERENCIA DE REPARTICAO DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO - CIDE COMBUSTIVEIS;CIDE - Combustíveis;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;662228
2860337;202207;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;006M;TRANSFERENCIA DO IMPOSTO TERRITORIAL RURAL - ITR;Transferência - ITR - Municípios;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;3234
2860338;202207;Constitucionais e Royalties;Administração Pública Municipal;;;;;;;;;;;;;;0A53;TRANSFERENCIAS DAS PARTICIPACOES PELA PRODUCAO DE PETROLEO E GAS NATURAL (LEI N. 9.478 DE 1997);Royalties;;Sem informação;;Sem informação;;Sem informação;;;;;;;;;;;7687242
2862400;202207;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;00PI;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);Merenda Escolar;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;1293780
2862401;202207;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;00PI;APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE);Merenda Escolar;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;2509280
2862402;202207;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;0969;APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA;PNATE;;Outras Despesas Correntes;;Transferências a Municípios;;Contribuições;;;;;;;;;;;412631
2862403;202207;Legais Voluntárias e Específicas;Administração Pública Municipal;;;;;;;;;;;;;;0EC2;TRANSFERENCIAS ESPECIAIS;Sem informação;;Investimentos;;Transferências a Municípios;;Contribuições;;;;;;;;;;;50000000
2867251;202207;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;8000
2867252;202207;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;4000
2867253;202207;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;8000
2867254;202207;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;4000
2867255;202207;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;4000
2867256;202207;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;8000
2867257;202207;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;8000
2867258;202207;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;8000
2867259;202207;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;8000
2867260;202207;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;4000
2867261;202207;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;8000
2867262;202207;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;8000
2867263;202207;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;8000
2867264;202207;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;4000
2867265;202207;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;4000
2867266;202207;Legais Voluntárias e Específicas;Entidades Sem Fins Lucrativos;;;;;;;;;;;;;;0515;DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA;PDDE;;Múltiplo;;Transferências a Municípios;;Múltiplo;;;;;;;;;;;8000
2874094;202207;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;21DR;APOIO AOS ENTES FEDERADOS POR MEIO DO INDICE DE GESTAO DESCENTRALIZADA DO PROGRAMA AUXILIO BRASIL - ;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;2942121
2874095;202207;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219E;ACOES DE PROTECAO SOCIAL BASICA;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;361747
2874096;202207;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219E;ACOES DE PROTECAO SOCIAL BASICA;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;1560011
2874097;202207;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;219F;ACOES DE PROTECAO SOCIAL ESPECIAL;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;547987
2874098;202207;Legais Voluntárias e Específicas;Fundo Público;;;;;;;;;;;;;;8893;APOIO A ORGANIZACAO A GESTAO E A VIGILANCIA SOCIAL NO TERRITORIO NO AMBITO DO SISTEMA UNICO DE ASS;Sem informação;;Outras Despesas Correntes;;Transferências a Municípios - Fundo a Fundo;;Contribuições;;;;;;;;;;;760824
